trade_date,etf_code,theme,valuation_percentile,valuation_score,roe_score,net_profit_growth_score,revenue_growth_score,fundamental_score,fundamental_source,valuation_filter_pass
2022-07-01,512480.SH,半导体,,0.5,,,,0.5,manual_config_fallback,True
2022-07-01,159995.SZ,芯片,,0.5,,,,0.5,manual_config_fallback,True
2022-07-01,159819.SZ,人工智能,,0.5,,,,0.5,manual_config_fallback,True
2022-07-01,512660.SH,军工,,0.5,,,,0.5,manual_config_fallback,True
2022-07-01,515030.SH,新能源车,,0.5,,,,0.5,manual_config_fallback,True
2022-07-01,515790.SH,光伏,,0.5,,,,0.5,manual_config_fallback,True
2022-07-01,512400.SH,有色,,0.5,,,,0.5,manual_config_fallback,True
2022-07-01,515220.SH,煤炭,,0.5,,,,0.5,manual_config_fallback,True
2022-07-01,515210.SH,钢铁,,0.5,,,,0.5,manual_config_fallback,True
2022-07-01,561560.SH,电力,,0.5,,,,0.5,manual_config_fallback,True
2022-07-01,510880.SH,红利,,0.55,,,,0.55,manual_config_fallback,True
2022-07-08,512000.SH,证券,,0.5,,,,0.5,manual_config_fallback,True
2022-07-08,512800.SH,银行,,0.55,,,,0.55,manual_config_fallback,True
2022-07-08,512200.SH,地产,,0.45,,,,0.45,manual_config_fallback,True
2022-07-08,159928.SZ,消费,,0.5,,,,0.5,manual_config_fallback,True
2022-07-08,512010.SH,医药,,0.5,,,,0.5,manual_config_fallback,True
2022-07-08,512480.SH,半导体,,0.5,,,,0.5,manual_config_fallback,True
2022-07-08,159995.SZ,芯片,,0.5,,,,0.5,manual_config_fallback,True
2022-07-08,159819.SZ,人工智能,,0.5,,,,0.5,manual_config_fallback,True
2022-07-08,512660.SH,军工,,0.5,,,,0.5,manual_config_fallback,True
2022-07-08,515030.SH,新能源车,,0.5,,,,0.5,manual_config_fallback,True
2022-07-08,515790.SH,光伏,,0.5,,,,0.5,manual_config_fallback,True
2022-07-08,512400.SH,有色,,0.5,,,,0.5,manual_config_fallback,True
2022-07-08,515220.SH,煤炭,,0.5,,,,0.5,manual_config_fallback,True
2022-07-08,515210.SH,钢铁,,0.5,,,,0.5,manual_config_fallback,True
2022-07-08,561560.SH,电力,,0.5,,,,0.5,manual_config_fallback,True
2022-07-08,510880.SH,红利,,0.55,,,,0.55,manual_config_fallback,True
2022-07-15,512000.SH,证券,,0.5,,,,0.5,manual_config_fallback,True
2022-07-15,512800.SH,银行,,0.55,,,,0.55,manual_config_fallback,True
2022-07-15,512200.SH,地产,,0.45,,,,0.45,manual_config_fallback,True
2022-07-15,159928.SZ,消费,,0.5,,,,0.5,manual_config_fallback,True
2022-07-15,512010.SH,医药,,0.5,,,,0.5,manual_config_fallback,True
2022-07-15,512480.SH,半导体,,0.5,,,,0.5,manual_config_fallback,True
2022-07-15,159995.SZ,芯片,,0.5,,,,0.5,manual_config_fallback,True
2022-07-15,159819.SZ,人工智能,,0.5,,,,0.5,manual_config_fallback,True
2022-07-15,512660.SH,军工,,0.5,,,,0.5,manual_config_fallback,True
2022-07-15,515030.SH,新能源车,,0.5,,,,0.5,manual_config_fallback,True
2022-07-15,515790.SH,光伏,,0.5,,,,0.5,manual_config_fallback,True
2022-07-15,512400.SH,有色,,0.5,,,,0.5,manual_config_fallback,True
2022-07-15,515220.SH,煤炭,,0.5,,,,0.5,manual_config_fallback,True
2022-07-15,515210.SH,钢铁,,0.5,,,,0.5,manual_config_fallback,True
2022-07-15,561560.SH,电力,,0.5,,,,0.5,manual_config_fallback,True
2022-07-15,510880.SH,红利,,0.55,,,,0.55,manual_config_fallback,True
2022-07-22,512000.SH,证券,,0.5,,,,0.5,manual_config_fallback,True
2022-07-22,512800.SH,银行,,0.55,,,,0.55,manual_config_fallback,True
2022-07-22,512200.SH,地产,,0.45,,,,0.45,manual_config_fallback,True
2022-07-22,159928.SZ,消费,,0.5,,,,0.5,manual_config_fallback,True
2022-07-22,512010.SH,医药,,0.5,,,,0.5,manual_config_fallback,True
2022-07-22,512480.SH,半导体,,0.5,,,,0.5,manual_config_fallback,True
2022-07-22,159995.SZ,芯片,,0.5,,,,0.5,manual_config_fallback,True
2022-07-22,159819.SZ,人工智能,,0.5,,,,0.5,manual_config_fallback,True
2022-07-22,512660.SH,军工,,0.5,,,,0.5,manual_config_fallback,True
2022-07-22,515030.SH,新能源车,,0.5,,,,0.5,manual_config_fallback,True
2022-07-22,515790.SH,光伏,,0.5,,,,0.5,manual_config_fallback,True
2022-07-22,512400.SH,有色,,0.5,,,,0.5,manual_config_fallback,True
2022-07-22,515220.SH,煤炭,,0.5,,,,0.5,manual_config_fallback,True
2022-07-22,515210.SH,钢铁,,0.5,,,,0.5,manual_config_fallback,True
2022-07-22,561560.SH,电力,,0.5,,,,0.5,manual_config_fallback,True
2022-07-22,510880.SH,红利,,0.55,,,,0.55,manual_config_fallback,True
2022-07-29,512000.SH,证券,,0.5,,,,0.5,manual_config_fallback,True
2022-07-29,512800.SH,银行,,0.55,,,,0.55,manual_config_fallback,True
2022-07-29,512200.SH,地产,,0.45,,,,0.45,manual_config_fallback,True
2022-07-29,159928.SZ,消费,,0.5,,,,0.5,manual_config_fallback,True
2022-07-29,512010.SH,医药,,0.5,,,,0.5,manual_config_fallback,True
2022-07-29,512480.SH,半导体,,0.5,,,,0.5,manual_config_fallback,True
2022-07-29,159995.SZ,芯片,,0.5,,,,0.5,manual_config_fallback,True
2022-07-29,159819.SZ,人工智能,,0.5,,,,0.5,manual_config_fallback,True
2022-07-29,512660.SH,军工,,0.5,,,,0.5,manual_config_fallback,True
2022-07-29,515030.SH,新能源车,,0.5,,,,0.5,manual_config_fallback,True
2022-07-29,515790.SH,光伏,,0.5,,,,0.5,manual_config_fallback,True
2022-07-29,512400.SH,有色,,0.5,,,,0.5,manual_config_fallback,True
2022-07-29,515220.SH,煤炭,,0.5,,,,0.5,manual_config_fallback,True
2022-07-29,515210.SH,钢铁,,0.5,,,,0.5,manual_config_fallback,True
2022-07-29,561560.SH,电力,,0.5,,,,0.5,manual_config_fallback,True
2022-07-29,510880.SH,红利,,0.55,,,,0.55,manual_config_fallback,True
2022-08-05,512000.SH,证券,,0.5,,,,0.5,manual_config_fallback,True
2022-08-05,512800.SH,银行,,0.55,,,,0.55,manual_config_fallback,True
2022-08-05,512200.SH,地产,,0.45,,,,0.45,manual_config_fallback,True
2022-08-05,159928.SZ,消费,,0.5,,,,0.5,manual_config_fallback,True
2022-08-05,512010.SH,医药,,0.5,,,,0.5,manual_config_fallback,True
2022-08-05,512480.SH,半导体,,0.5,,,,0.5,manual_config_fallback,True
2022-08-05,159995.SZ,芯片,,0.5,,,,0.5,manual_config_fallback,True
2022-08-05,159819.SZ,人工智能,,0.5,,,,0.5,manual_config_fallback,True
2022-08-05,512660.SH,军工,,0.5,,,,0.5,manual_config_fallback,True
2022-08-05,515030.SH,新能源车,,0.5,,,,0.5,manual_config_fallback,True
2022-08-05,515790.SH,光伏,,0.5,,,,0.5,manual_config_fallback,True
2022-08-05,512400.SH,有色,,0.5,,,,0.5,manual_config_fallback,True
2022-08-05,515220.SH,煤炭,,0.5,,,,0.5,manual_config_fallback,True
2022-08-05,515210.SH,钢铁,,0.5,,,,0.5,manual_config_fallback,True
2022-08-05,561560.SH,电力,,0.5,,,,0.5,manual_config_fallback,True
2022-08-05,510880.SH,红利,,0.55,,,,0.55,manual_config_fallback,True
2022-08-12,512000.SH,证券,,0.5,,,,0.5,manual_config_fallback,True
2022-08-12,512800.SH,银行,,0.55,,,,0.55,manual_config_fallback,True
2022-08-12,512200.SH,地产,,0.45,,,,0.45,manual_config_fallback,True
2022-08-12,159928.SZ,消费,,0.5,,,,0.5,manual_config_fallback,True
2022-08-12,512010.SH,医药,,0.5,,,,0.5,manual_config_fallback,True
2022-08-12,512480.SH,半导体,,0.5,,,,0.5,manual_config_fallback,True
2022-08-12,159995.SZ,芯片,,0.5,,,,0.5,manual_config_fallback,True
2022-08-12,159819.SZ,人工智能,,0.5,,,,0.5,manual_config_fallback,True
2022-08-12,512660.SH,军工,,0.5,,,,0.5,manual_config_fallback,True
2022-08-12,515030.SH,新能源车,,0.5,,,,0.5,manual_config_fallback,True
2022-08-12,515790.SH,光伏,,0.5,,,,0.5,manual_config_fallback,True
2022-08-12,512400.SH,有色,,0.5,,,,0.5,manual_config_fallback,True
2022-08-12,515220.SH,煤炭,,0.5,,,,0.5,manual_config_fallback,True
2022-08-12,515210.SH,钢铁,,0.5,,,,0.5,manual_config_fallback,True
2022-08-12,561560.SH,电力,,0.5,,,,0.5,manual_config_fallback,True
2022-08-12,510880.SH,红利,,0.55,,,,0.55,manual_config_fallback,True
2022-08-19,512000.SH,证券,,0.5,,,,0.5,manual_config_fallback,True
2022-08-19,512800.SH,银行,,0.55,,,,0.55,manual_config_fallback,True
2022-08-19,512200.SH,地产,,0.45,,,,0.45,manual_config_fallback,True
2022-08-19,159928.SZ,消费,,0.5,,,,0.5,manual_config_fallback,True
2022-08-19,512010.SH,医药,,0.5,,,,0.5,manual_config_fallback,True
2022-08-19,512480.SH,半导体,,0.5,,,,0.5,manual_config_fallback,True
2022-08-19,159995.SZ,芯片,,0.5,,,,0.5,manual_config_fallback,True
2022-08-19,159819.SZ,人工智能,,0.5,,,,0.5,manual_config_fallback,True
2022-08-19,512660.SH,军工,,0.5,,,,0.5,manual_config_fallback,True
2022-08-19,515030.SH,新能源车,,0.5,,,,0.5,manual_config_fallback,True
2022-08-19,515790.SH,光伏,,0.5,,,,0.5,manual_config_fallback,True
2022-08-19,512400.SH,有色,,0.5,,,,0.5,manual_config_fallback,True
2022-08-19,515220.SH,煤炭,,0.5,,,,0.5,manual_config_fallback,True
2022-08-19,515210.SH,钢铁,,0.5,,,,0.5,manual_config_fallback,True
2022-08-19,561560.SH,电力,,0.5,,,,0.5,manual_config_fallback,True
2022-08-19,510880.SH,红利,,0.55,,,,0.55,manual_config_fallback,True
2022-08-26,512000.SH,证券,,0.5,,,,0.5,manual_config_fallback,True
2022-08-26,512800.SH,银行,,0.55,,,,0.55,manual_config_fallback,True
2022-08-26,512200.SH,地产,,0.45,,,,0.45,manual_config_fallback,True
2022-08-26,159928.SZ,消费,,0.5,,,,0.5,manual_config_fallback,True
2022-08-26,512010.SH,医药,,0.5,,,,0.5,manual_config_fallback,True
2022-08-26,512480.SH,半导体,,0.5,,,,0.5,manual_config_fallback,True
2022-08-26,159995.SZ,芯片,,0.5,,,,0.5,manual_config_fallback,True
2022-08-26,159819.SZ,人工智能,,0.5,,,,0.5,manual_config_fallback,True
2022-08-26,512660.SH,军工,,0.5,,,,0.5,manual_config_fallback,True
2022-08-26,515030.SH,新能源车,,0.5,,,,0.5,manual_config_fallback,True
2022-08-26,515790.SH,光伏,,0.5,,,,0.5,manual_config_fallback,True
2022-08-26,512400.SH,有色,,0.5,,,,0.5,manual_config_fallback,True
2022-08-26,515220.SH,煤炭,,0.5,,,,0.5,manual_config_fallback,True
2022-08-26,515210.SH,钢铁,,0.5,,,,0.5,manual_config_fallback,True
2022-08-26,561560.SH,电力,,0.5,,,,0.5,manual_config_fallback,True
2022-08-26,510880.SH,红利,,0.55,,,,0.55,manual_config_fallback,True
2022-09-02,512000.SH,证券,,0.5,,,,0.5,manual_config_fallback,True
2022-09-02,512800.SH,银行,,0.55,,,,0.55,manual_config_fallback,True
2022-09-02,512200.SH,地产,,0.45,,,,0.45,manual_config_fallback,True
2022-09-02,159928.SZ,消费,,0.5,,,,0.5,manual_config_fallback,True
2022-09-02,512010.SH,医药,,0.5,,,,0.5,manual_config_fallback,True
2022-09-02,512480.SH,半导体,,0.5,,,,0.5,manual_config_fallback,True
2022-09-02,159995.SZ,芯片,,0.5,,,,0.5,manual_config_fallback,True
2022-09-02,159819.SZ,人工智能,,0.5,,,,0.5,manual_config_fallback,True
2022-09-02,512660.SH,军工,,0.5,,,,0.5,manual_config_fallback,True
2022-09-02,515030.SH,新能源车,,0.5,,,,0.5,manual_config_fallback,True
2022-09-02,515790.SH,光伏,,0.5,,,,0.5,manual_config_fallback,True
2022-09-02,512400.SH,有色,,0.5,,,,0.5,manual_config_fallback,True
2022-09-02,515220.SH,煤炭,,0.5,,,,0.5,manual_config_fallback,True
2022-09-02,515210.SH,钢铁,,0.5,,,,0.5,manual_config_fallback,True
2022-09-02,561560.SH,电力,,0.5,,,,0.5,manual_config_fallback,True
2022-09-02,510880.SH,红利,,0.55,,,,0.55,manual_config_fallback,True
2022-09-09,512000.SH,证券,,0.5,,,,0.5,manual_config_fallback,True
2022-09-09,512800.SH,银行,,0.55,,,,0.55,manual_config_fallback,True
2022-09-09,512200.SH,地产,,0.45,,,,0.45,manual_config_fallback,True
2022-09-09,159928.SZ,消费,,0.5,,,,0.5,manual_config_fallback,True
2022-09-09,512010.SH,医药,,0.5,,,,0.5,manual_config_fallback,True
2022-09-09,512480.SH,半导体,,0.5,,,,0.5,manual_config_fallback,True
2022-09-09,159995.SZ,芯片,,0.5,,,,0.5,manual_config_fallback,True
2022-09-09,159819.SZ,人工智能,,0.5,,,,0.5,manual_config_fallback,True
2022-09-09,512660.SH,军工,,0.5,,,,0.5,manual_config_fallback,True
2022-09-09,515030.SH,新能源车,,0.5,,,,0.5,manual_config_fallback,True
2022-09-09,515790.SH,光伏,,0.5,,,,0.5,manual_config_fallback,True
2022-09-09,512400.SH,有色,,0.5,,,,0.5,manual_config_fallback,True
2022-09-09,515220.SH,煤炭,,0.5,,,,0.5,manual_config_fallback,True
2022-09-09,515210.SH,钢铁,,0.5,,,,0.5,manual_config_fallback,True
2022-09-09,561560.SH,电力,,0.5,,,,0.5,manual_config_fallback,True
2022-09-09,510880.SH,红利,,0.55,,,,0.55,manual_config_fallback,True
2022-09-16,512000.SH,证券,,0.5,,,,0.5,manual_config_fallback,True
2022-09-16,512800.SH,银行,,0.55,,,,0.55,manual_config_fallback,True
2022-09-16,512200.SH,地产,,0.45,,,,0.45,manual_config_fallback,True
2022-09-16,159928.SZ,消费,,0.5,,,,0.5,manual_config_fallback,True
2022-09-16,512010.SH,医药,,0.5,,,,0.5,manual_config_fallback,True
2022-09-16,512480.SH,半导体,,0.5,,,,0.5,manual_config_fallback,True
2022-09-16,159995.SZ,芯片,,0.5,,,,0.5,manual_config_fallback,True
2022-09-16,159819.SZ,人工智能,,0.5,,,,0.5,manual_config_fallback,True
2022-09-16,512660.SH,军工,,0.5,,,,0.5,manual_config_fallback,True
2022-09-16,515030.SH,新能源车,,0.5,,,,0.5,manual_config_fallback,True
2022-09-16,515790.SH,光伏,,0.5,,,,0.5,manual_config_fallback,True
2022-09-16,512400.SH,有色,,0.5,,,,0.5,manual_config_fallback,True
2022-09-16,515220.SH,煤炭,,0.5,,,,0.5,manual_config_fallback,True
2022-09-16,515210.SH,钢铁,,0.5,,,,0.5,manual_config_fallback,True
2022-09-16,561560.SH,电力,,0.5,,,,0.5,manual_config_fallback,True
2022-09-16,510880.SH,红利,,0.55,,,,0.55,manual_config_fallback,True
2022-09-23,512000.SH,证券,,0.5,,,,0.5,manual_config_fallback,True
2022-09-23,512800.SH,银行,,0.55,,,,0.55,manual_config_fallback,True
2022-09-23,512200.SH,地产,,0.45,,,,0.45,manual_config_fallback,True
2022-09-23,159928.SZ,消费,,0.5,,,,0.5,manual_config_fallback,True
2022-09-23,512010.SH,医药,,0.5,,,,0.5,manual_config_fallback,True
2022-09-23,512480.SH,半导体,,0.5,,,,0.5,manual_config_fallback,True
2022-09-23,159995.SZ,芯片,,0.5,,,,0.5,manual_config_fallback,True
2022-09-23,159819.SZ,人工智能,,0.5,,,,0.5,manual_config_fallback,True
2022-09-23,512660.SH,军工,,0.5,,,,0.5,manual_config_fallback,True
2022-09-23,515030.SH,新能源车,,0.5,,,,0.5,manual_config_fallback,True
2022-09-23,515790.SH,光伏,,0.5,,,,0.5,manual_config_fallback,True
2022-09-23,512400.SH,有色,,0.5,,,,0.5,manual_config_fallback,True
2022-09-23,515220.SH,煤炭,,0.5,,,,0.5,manual_config_fallback,True
2022-09-23,515210.SH,钢铁,,0.5,,,,0.5,manual_config_fallback,True
2022-09-23,561560.SH,电力,,0.5,,,,0.5,manual_config_fallback,True
2022-09-23,510880.SH,红利,,0.55,,,,0.55,manual_config_fallback,True
2022-09-30,512000.SH,证券,,0.5,,,,0.5,manual_config_fallback,True
2022-09-30,512800.SH,银行,,0.55,,,,0.55,manual_config_fallback,True
2022-09-30,512200.SH,地产,,0.45,,,,0.45,manual_config_fallback,True
2022-09-30,159928.SZ,消费,,0.5,,,,0.5,manual_config_fallback,True
2022-09-30,512010.SH,医药,,0.5,,,,0.5,manual_config_fallback,True
2022-09-30,512480.SH,半导体,,0.5,,,,0.5,manual_config_fallback,True
2022-09-30,159995.SZ,芯片,,0.5,,,,0.5,manual_config_fallback,True
2022-09-30,159819.SZ,人工智能,,0.5,,,,0.5,manual_config_fallback,True
2022-09-30,512660.SH,军工,,0.5,,,,0.5,manual_config_fallback,True
2022-09-30,515030.SH,新能源车,,0.5,,,,0.5,manual_config_fallback,True
2022-09-30,515790.SH,光伏,,0.5,,,,0.5,manual_config_fallback,True
2022-09-30,512400.SH,有色,,0.5,,,,0.5,manual_config_fallback,True
2022-09-30,515220.SH,煤炭,,0.5,,,,0.5,manual_config_fallback,True
2022-09-30,515210.SH,钢铁,,0.5,,,,0.5,manual_config_fallback,True
2022-09-30,561560.SH,电力,,0.5,,,,0.5,manual_config_fallback,True
2022-09-30,510880.SH,红利,,0.55,,,,0.55,manual_config_fallback,True
2022-10-14,512000.SH,证券,,0.5,,,,0.5,manual_config_fallback,True
2022-10-14,512800.SH,银行,,0.55,,,,0.55,manual_config_fallback,True
2022-10-14,512200.SH,地产,,0.45,,,,0.45,manual_config_fallback,True
2022-10-14,159928.SZ,消费,,0.5,,,,0.5,manual_config_fallback,True
2022-10-14,512010.SH,医药,,0.5,,,,0.5,manual_config_fallback,True
2022-10-14,512480.SH,半导体,,0.5,,,,0.5,manual_config_fallback,True
2022-10-14,159995.SZ,芯片,,0.5,,,,0.5,manual_config_fallback,True
2022-10-14,159819.SZ,人工智能,,0.5,,,,0.5,manual_config_fallback,True
2022-10-14,512660.SH,军工,,0.5,,,,0.5,manual_config_fallback,True
2022-10-14,515030.SH,新能源车,,0.5,,,,0.5,manual_config_fallback,True
2022-10-14,515790.SH,光伏,,0.5,,,,0.5,manual_config_fallback,True
2022-10-14,512400.SH,有色,,0.5,,,,0.5,manual_config_fallback,True
2022-10-14,515220.SH,煤炭,,0.5,,,,0.5,manual_config_fallback,True
2022-10-14,515210.SH,钢铁,,0.5,,,,0.5,manual_config_fallback,True
2022-10-14,561560.SH,电力,,0.5,,,,0.5,manual_config_fallback,True
2022-10-14,510880.SH,红利,,0.55,,,,0.55,manual_config_fallback,True
2022-10-21,512000.SH,证券,,0.5,,,,0.5,manual_config_fallback,True
2022-10-21,512800.SH,银行,,0.55,,,,0.55,manual_config_fallback,True
2022-10-21,512200.SH,地产,,0.45,,,,0.45,manual_config_fallback,True
2022-10-21,159928.SZ,消费,,0.5,,,,0.5,manual_config_fallback,True
2022-10-21,512010.SH,医药,,0.5,,,,0.5,manual_config_fallback,True
2022-10-21,512480.SH,半导体,,0.5,,,,0.5,manual_config_fallback,True
2022-10-21,159995.SZ,芯片,,0.5,,,,0.5,manual_config_fallback,True
2022-10-21,159819.SZ,人工智能,,0.5,,,,0.5,manual_config_fallback,True
2022-10-21,512660.SH,军工,,0.5,,,,0.5,manual_config_fallback,True
2022-10-21,515030.SH,新能源车,,0.5,,,,0.5,manual_config_fallback,True
2022-10-21,515790.SH,光伏,,0.5,,,,0.5,manual_config_fallback,True
2022-10-21,512400.SH,有色,,0.5,,,,0.5,manual_config_fallback,True
2022-10-21,515220.SH,煤炭,,0.5,,,,0.5,manual_config_fallback,True
2022-10-21,515210.SH,钢铁,,0.5,,,,0.5,manual_config_fallback,True
2022-10-21,561560.SH,电力,,0.5,,,,0.5,manual_config_fallback,True
2022-10-21,510880.SH,红利,,0.55,,,,0.55,manual_config_fallback,True
2022-10-28,512000.SH,证券,,0.5,,,,0.5,manual_config_fallback,True
2022-10-28,512800.SH,银行,,0.55,,,,0.55,manual_config_fallback,True
2022-10-28,512200.SH,地产,,0.45,,,,0.45,manual_config_fallback,True
2022-10-28,159928.SZ,消费,,0.5,,,,0.5,manual_config_fallback,True
2022-10-28,512010.SH,医药,,0.5,,,,0.5,manual_config_fallback,True
2022-10-28,512480.SH,半导体,,0.5,,,,0.5,manual_config_fallback,True
2022-10-28,159995.SZ,芯片,,0.5,,,,0.5,manual_config_fallback,True
2022-10-28,159819.SZ,人工智能,,0.5,,,,0.5,manual_config_fallback,True
2022-10-28,512660.SH,军工,,0.5,,,,0.5,manual_config_fallback,True
2022-10-28,515030.SH,新能源车,,0.5,,,,0.5,manual_config_fallback,True
2022-10-28,515790.SH,光伏,,0.5,,,,0.5,manual_config_fallback,True
2022-10-28,512400.SH,有色,,0.5,,,,0.5,manual_config_fallback,True
2022-10-28,515220.SH,煤炭,,0.5,,,,0.5,manual_config_fallback,True
2022-10-28,515210.SH,钢铁,,0.5,,,,0.5,manual_config_fallback,True
2022-10-28,561560.SH,电力,,0.5,,,,0.5,manual_config_fallback,True
2022-10-28,510880.SH,红利,,0.55,,,,0.55,manual_config_fallback,True
2022-11-04,512000.SH,证券,,0.5,,,,0.5,manual_config_fallback,True
2022-11-04,512800.SH,银行,,0.55,,,,0.55,manual_config_fallback,True
2022-11-04,512200.SH,地产,,0.45,,,,0.45,manual_config_fallback,True
2022-11-04,159928.SZ,消费,,0.5,,,,0.5,manual_config_fallback,True
2022-11-04,512010.SH,医药,,0.5,,,,0.5,manual_config_fallback,True
2022-11-04,512480.SH,半导体,,0.5,,,,0.5,manual_config_fallback,True
2022-11-04,159995.SZ,芯片,,0.5,,,,0.5,manual_config_fallback,True
2022-11-04,159819.SZ,人工智能,,0.5,,,,0.5,manual_config_fallback,True
2022-11-04,512660.SH,军工,,0.5,,,,0.5,manual_config_fallback,True
2022-11-04,515030.SH,新能源车,,0.5,,,,0.5,manual_config_fallback,True
2022-11-04,515790.SH,光伏,,0.5,,,,0.5,manual_config_fallback,True
2022-11-04,512400.SH,有色,,0.5,,,,0.5,manual_config_fallback,True
2022-11-04,515220.SH,煤炭,,0.5,,,,0.5,manual_config_fallback,True
2022-11-04,515210.SH,钢铁,,0.5,,,,0.5,manual_config_fallback,True
2022-11-04,561560.SH,电力,,0.5,,,,0.5,manual_config_fallback,True
2022-11-04,510880.SH,红利,,0.55,,,,0.55,manual_config_fallback,True
2022-11-11,512000.SH,证券,,0.5,,,,0.5,manual_config_fallback,True
2022-11-11,512800.SH,银行,,0.55,,,,0.55,manual_config_fallback,True
2022-11-11,512200.SH,地产,,0.45,,,,0.45,manual_config_fallback,True
2022-11-11,159928.SZ,消费,,0.5,,,,0.5,manual_config_fallback,True
2022-11-11,512010.SH,医药,,0.5,,,,0.5,manual_config_fallback,True
2022-11-11,512480.SH,半导体,,0.5,,,,0.5,manual_config_fallback,True
2022-11-11,159995.SZ,芯片,,0.5,,,,0.5,manual_config_fallback,True
2022-11-11,159819.SZ,人工智能,,0.5,,,,0.5,manual_config_fallback,True
2022-11-11,512660.SH,军工,,0.5,,,,0.5,manual_config_fallback,True
2022-11-11,515030.SH,新能源车,,0.5,,,,0.5,manual_config_fallback,True
2022-11-11,515790.SH,光伏,,0.5,,,,0.5,manual_config_fallback,True
2022-11-11,512400.SH,有色,,0.5,,,,0.5,manual_config_fallback,True
2022-11-11,515220.SH,煤炭,,0.5,,,,0.5,manual_config_fallback,True
2022-11-11,515210.SH,钢铁,,0.5,,,,0.5,manual_config_fallback,True
2022-11-11,561560.SH,电力,,0.5,,,,0.5,manual_config_fallback,True
2022-11-11,510880.SH,红利,,0.55,,,,0.55,manual_config_fallback,True
2022-11-18,512000.SH,证券,,0.5,,,,0.5,manual_config_fallback,True
2022-11-18,512800.SH,银行,,0.55,,,,0.55,manual_config_fallback,True
2022-11-18,512200.SH,地产,,0.45,,,,0.45,manual_config_fallback,True
2022-11-18,159928.SZ,消费,,0.5,,,,0.5,manual_config_fallback,True
2022-11-18,512010.SH,医药,,0.5,,,,0.5,manual_config_fallback,True
2022-11-18,512480.SH,半导体,,0.5,,,,0.5,manual_config_fallback,True
2022-11-18,159995.SZ,芯片,,0.5,,,,0.5,manual_config_fallback,True
2022-11-18,159819.SZ,人工智能,,0.5,,,,0.5,manual_config_fallback,True
2022-11-18,512660.SH,军工,,0.5,,,,0.5,manual_config_fallback,True
2022-11-18,515030.SH,新能源车,,0.5,,,,0.5,manual_config_fallback,True
2022-11-18,515790.SH,光伏,,0.5,,,,0.5,manual_config_fallback,True
2022-11-18,512400.SH,有色,,0.5,,,,0.5,manual_config_fallback,True
2022-11-18,515220.SH,煤炭,,0.5,,,,0.5,manual_config_fallback,True
2022-11-18,515210.SH,钢铁,,0.5,,,,0.5,manual_config_fallback,True
2022-11-18,561560.SH,电力,,0.5,,,,0.5,manual_config_fallback,True
2022-11-18,510880.SH,红利,,0.55,,,,0.55,manual_config_fallback,True
2022-11-25,512000.SH,证券,,0.5,,,,0.5,manual_config_fallback,True
2022-11-25,512800.SH,银行,,0.55,,,,0.55,manual_config_fallback,True
2022-11-25,512200.SH,地产,,0.45,,,,0.45,manual_config_fallback,True
2022-11-25,159928.SZ,消费,,0.5,,,,0.5,manual_config_fallback,True
2022-11-25,512010.SH,医药,,0.5,,,,0.5,manual_config_fallback,True
2022-11-25,512480.SH,半导体,,0.5,,,,0.5,manual_config_fallback,True
2022-11-25,159995.SZ,芯片,,0.5,,,,0.5,manual_config_fallback,True
2022-11-25,159819.SZ,人工智能,,0.5,,,,0.5,manual_config_fallback,True
2022-11-25,512660.SH,军工,,0.5,,,,0.5,manual_config_fallback,True
2022-11-25,515030.SH,新能源车,,0.5,,,,0.5,manual_config_fallback,True
2022-11-25,515790.SH,光伏,,0.5,,,,0.5,manual_config_fallback,True
2022-11-25,512400.SH,有色,,0.5,,,,0.5,manual_config_fallback,True
2022-11-25,515220.SH,煤炭,,0.5,,,,0.5,manual_config_fallback,True
2022-11-25,515210.SH,钢铁,,0.5,,,,0.5,manual_config_fallback,True
2022-11-25,561560.SH,电力,,0.5,,,,0.5,manual_config_fallback,True
2022-11-25,510880.SH,红利,,0.55,,,,0.55,manual_config_fallback,True
2022-12-02,512000.SH,证券,,0.5,,,,0.5,manual_config_fallback,True
2022-12-02,512800.SH,银行,,0.55,,,,0.55,manual_config_fallback,True
2022-12-02,512200.SH,地产,,0.45,,,,0.45,manual_config_fallback,True
2022-12-02,159928.SZ,消费,,0.5,,,,0.5,manual_config_fallback,True
2022-12-02,512010.SH,医药,,0.5,,,,0.5,manual_config_fallback,True
2022-12-02,512480.SH,半导体,,0.5,,,,0.5,manual_config_fallback,True
2022-12-02,159995.SZ,芯片,,0.5,,,,0.5,manual_config_fallback,True
2022-12-02,159819.SZ,人工智能,,0.5,,,,0.5,manual_config_fallback,True
2022-12-02,512660.SH,军工,,0.5,,,,0.5,manual_config_fallback,True
2022-12-02,515030.SH,新能源车,,0.5,,,,0.5,manual_config_fallback,True
2022-12-02,515790.SH,光伏,,0.5,,,,0.5,manual_config_fallback,True
2022-12-02,512400.SH,有色,,0.5,,,,0.5,manual_config_fallback,True
2022-12-02,515220.SH,煤炭,,0.5,,,,0.5,manual_config_fallback,True
2022-12-02,515210.SH,钢铁,,0.5,,,,0.5,manual_config_fallback,True
2022-12-02,561560.SH,电力,,0.5,,,,0.5,manual_config_fallback,True
2022-12-02,510880.SH,红利,,0.55,,,,0.55,manual_config_fallback,True
2022-12-09,512000.SH,证券,,0.5,,,,0.5,manual_config_fallback,True
2022-12-09,512800.SH,银行,,0.55,,,,0.55,manual_config_fallback,True
